timestamp,household_id,household_size,smart_meter,tariff_per_kwh_usd,appliance,power_watts,voltage_v,current_a,duration_minutes,energy_kwh,cost_usd,room_temp_c,outside_temp_c,occupancy_count,day_of_week,is_weekend,season,holiday_flag,date,daily_cumulative_kwh
2024-01-02 15:00:00,H0001,3,1,0.08,fridge,83.5,236.9,0.35,53,0.0738,0.0059,31.3,24.2,1,Tuesday,0,winter,0,2024-01-02,1.1345
2024-01-01 19:00:00,H0097,2,0,0.12,phone_charger,1.0,237.3,0.0,39,0.0006,0.0001,15.8,8.1,0,Monday,0,winter,0,2024-01-01,3.3934
2024-01-01 15:00:00,H0070,3,1,0.2,computer,173.6,237.0,0.73,42,0.1215,0.0243,20.6,10.7,2,Monday,0,winter,0,2024-01-01,4.957
2024-01-01 10:00:00,H0036,3,0,0.15,phone_charger,2.3,234.1,0.01,48,0.0018,0.0003,20.5,24.1,1,Monday,0,winter,0,2024-01-01,0.5227999999999999
2024-01-01 04:00:00,H0047,1,1,0.12,computer,50.7,237.1,0.21,29,0.0245,0.0029,32.0,36.1,0,Monday,0,winter,0,2024-01-01,0.9718
2024-01-01 23:00:00,H0075,5,1,0.12,water_heater,3527.7,225.6,15.64,15,0.8819,0.1058,20.0,9.4,0,Monday,0,winter,0,2024-01-01,11.9574
2024-01-02 10:00:00,H0166,1,1,0.2,heater,423.9,233.7,1.81,45,0.3179,0.0636,24.7,28.7,1,Tuesday,0,winter,0,2024-01-02,1.0577
2024-01-02 19:00:00,H0100,2,0,0.2,lights,65.1,231.8,0.28,52,0.0564,0.0113,15.9,6.1,1,Tuesday,0,winter,0,2024-01-02,4.6555
2024-01-02 03:00:00,H0163,5,0,0.08,dishwasher,200.1,225.2,0.89,25,0.0834,0.0067,11.9,12.4,0,Tuesday,0,winter,0,2024-01-02,0.3516
2024-01-02 08:00:00,H0061,1,1,0.08,fridge,164.4,222.8,0.74,33,0.0904,0.0072,19.1,26.8,0,Tuesday,0,winter,0,2024-01-02,0.5589
2024-01-02 14:00:00,H0159,5,1,0.2,computer,202.2,238.4,0.85,14,0.0472,0.0094,26.0,16.6,2,Tuesday,0,winter,0,2024-01-02,3.4346
2024-01-02 15:00:00,H0061,1,1,0.08,water_heater,3481.3,223.5,15.58,56,3.2492,0.2599,18.2,12.1,1,Tuesday,0,winter,0,2024-01-02,5.2371
2024-01-01 05:00:00,H0194,5,0,0.2,tv,22.1,238.3,0.09,26,0.0096,0.0019,21.8,28.4,0,Monday,0,winter,0,2024-01-01,0.16169999999999998
2024-01-02 21:00:00,H0051,3,1,0.08,tv,122.5,228.1,0.54,13,0.0265,0.0021,15.5,8.6,2,Tuesday,0,winter,0,2024-01-02,3.2213000000000003
2024-01-02 18:00:00,H0052,3,1,0.08,phone_charger,2.7,239.9,0.01,16,0.0007,0.0001,17.3,11.3,1,Tuesday,0,winter,0,2024-01-02,6.5409
2024-01-02 14:00:00,H0024,4,1,0.15,oven,290.7,229.8,1.27,75,0.3634,0.0545,21.0,18.8,0,Tuesday,0,winter,1,2024-01-02,3.7586
2024-01-01 16:00:00,H0160,4,1,0.08,lights,85.7,235.1,0.36,43,0.0614,0.0049,9.9,9.4,3,Monday,0,winter,0,2024-01-01,2.7799
2024-01-02 03:00:00,H0122,4,1,0.15,phone_charger,11.1,225.1,0.05,20,0.0037,0.0006,34.4,32.7,0,Tuesday,0,winter,0,2024-01-02,1.6860000000000002
2024-01-01 07:00:00,H0003,5,1,0.12,computer,257.1,230.2,1.12,44,0.1885,0.0226,6.0,18.9,5,Monday,0,winter,0,2024-01-01,0.879
2024-01-01 15:00:00,H0027,5,1,0.08,lights,52.8,228.1,0.23,34,0.0299,0.0024,13.5,8.8,5,Monday,0,winter,0,2024-01-01,3.7658
2024-01-02 13:00:00,H0164,1,1,0.08,ac,293.8,225.7,1.3,24,0.1175,0.0094,28.7,21.9,0,Tuesday,0,winter,0,2024-01-02,4.6674
2024-01-01 03:00:00,H0056,4,1,0.2,lights,1.9,224.0,0.01,43,0.0014,0.0003,18.9,33.0,0,Monday,0,winter,0,2024-01-01,0.10099999999999999
2024-01-01 03:00:00,H0196,2,1,0.2,water_heater,1278.1,232.1,5.51,13,0.2769,0.0554,9.4,14.5,0,Monday,0,winter,0,2024-01-01,0.5643
2024-01-02 07:00:00,H0125,2,1,0.08,ac,231.0,220.6,1.05,22,0.0847,0.0068,15.5,24.1,0,Tuesday,0,winter,0,2024-01-02,0.5784
2024-01-02 02:00:00,H0058,1,1,0.15,heater,451.6,223.1,2.02,53,0.3989,0.0598,20.5,22.6,1,Tuesday,0,winter,0,2024-01-02,0.6940999999999999
2024-01-01 23:00:00,H0107,1,1,0.15,phone_charger,8.6,229.7,0.04,26,0.0037,0.0006,24.4,23.1,0,Monday,0,winter,0,2024-01-01,7.5817
2024-01-03 01:00:00,H0016,1,0,0.15,phone_charger,3.5,235.9,0.01,22,0.0013,0.0002,33.4,29.6,1,Wednesday,0,winter,0,2024-01-03,0.0196
2024-01-01 20:00:00,H0072,2,1,0.15,tv,82.6,234.7,0.35,39,0.0537,0.0081,19.2,10.9,1,Monday,0,winter,0,2024-01-01,5.025
2024-01-02 20:00:00,H0058,1,1,0.15,phone_charger,1.0,223.9,0.0,36,0.0006,0.0001,17.0,8.5,1,Tuesday,0,winter,0,2024-01-02,7.7349
2024-01-02 03:00:00,H0059,5,1,0.2,microwave,206.2,229.4,0.9,60,0.2062,0.0412,12.0,23.3,0,Tuesday,0,winter,0,2024-01-02,0.3019
2024-01-02 04:00:00,H0164,1,1,0.08,phone_charger,1.0,230.3,0.0,57,0.0009,0.0001,32.7,30.3,1,Tuesday,0,winter,0,2024-01-02,2.1222
2024-01-01 21:00:00,H0020,5,1,0.2,phone_charger,5.1,236.1,0.02,46,0.0039,0.0008,9.9,0.9,3,Monday,0,winter,0,2024-01-01,4.5287
2024-01-02 13:00:00,H0134,3,1,0.15,washing_machine,256.6,223.0,1.15,34,0.1454,0.0218,24.9,27.7,0,Tuesday,0,winter,0,2024-01-02,1.5795000000000001
2024-01-02 01:00:00,H0172,3,0,0.12,ac,57.0,224.8,0.25,13,0.0124,0.0015,19.9,19.7,0,Tuesday,0,winter,0,2024-01-02,0.2349
2024-01-01 20:00:00,H0041,3,1,0.12,phone_charger,1.0,222.3,0.0,42,0.0007,0.0001,12.8,5.2,2,Monday,0,winter,1,2024-01-01,9.6601
2024-01-01 04:00:00,H0182,1,1,0.2,fridge,142.5,239.8,0.59,38,0.0903,0.0181,12.7,19.3,0,Monday,0,winter,0,2024-01-01,0.9092
2024-01-01 02:00:00,H0020,5,1,0.2,lights,2.2,220.4,0.01,48,0.0018,0.0004,12.2,18.1,0,Monday,0,winter,0,2024-01-01,0.3993
2024-01-01 09:00:00,H0108,1,1,0.15,fridge,159.4,226.1,0.71,49,0.1302,0.0195,30.2,37.3,0,Monday,0,winter,0,2024-01-01,2.5633
2024-01-01 07:00:00,H0078,1,1,0.08,washing_machine,547.0,233.8,2.34,58,0.5288,0.0423,24.8,32.8,1,Monday,0,winter,0,2024-01-01,0.6989000000000001
2024-01-01 11:00:00,H0118,5,1,0.08,lights,43.1,236.2,0.18,17,0.0122,0.001,27.7,28.5,3,Monday,0,winter,0,2024-01-01,3.3028999999999997
2024-01-02 21:00:00,H0063,1,1,0.08,tv,161.1,228.4,0.71,15,0.0403,0.0032,26.2,25.5,1,Tuesday,0,winter,0,2024-01-02,6.1896
2024-01-01 05:00:00,H0067,1,1,0.2,tv,119.7,224.0,0.53,43,0.0858,0.0172,23.1,35.5,1,Monday,0,winter,0,2024-01-01,1.5575
2024-01-01 06:00:00,H0061,1,1,0.08,phone_charger,1.0,232.3,0.0,48,0.0008,0.0001,19.0,29.4,0,Monday,0,winter,0,2024-01-01,4.4902
2024-01-01 01:00:00,H0181,5,1,0.08,computer,123.7,235.0,0.53,34,0.0701,0.0056,11.7,8.5,0,Monday,0,winter,0,2024-01-01,0.1552
2024-01-01 20:00:00,H0156,1,1,0.15,lights,51.1,223.5,0.23,13,0.0111,0.0017,16.4,11.4,1,Monday,0,winter,0,2024-01-01,7.3308
2024-01-02 14:00:00,H0149,2,1,0.12,fridge,163.6,235.0,0.7,50,0.1364,0.0164,7.1,4.5,0,Tuesday,0,winter,0,2024-01-02,6.0886
2024-01-02 18:00:00,H0159,5,1,0.2,tv,126.3,227.4,0.56,43,0.0905,0.0181,17.6,10.7,1,Tuesday,0,winter,0,2024-01-02,3.8313
2024-01-02 14:00:00,H0185,3,0,0.2,heater,414.8,228.9,1.81,23,0.159,0.0318,28.6,19.5,0,Tuesday,0,winter,0,2024-01-02,2.6893
2024-01-01 06:00:00,H0022,5,0,0.2,oven,2733.9,228.7,11.95,55,2.5061,0.5012,21.9,32.7,1,Monday,0,winter,0,2024-01-01,3.5517
2024-01-01 04:00:00,H0064,1,1,0.15,fridge,139.2,225.1,0.62,43,0.0998,0.015,12.5,14.2,0,Monday,0,winter,0,2024-01-01,0.19419999999999998
2024-01-02 13:00:00,H0076,3,0,0.12,water_heater,2487.9,228.4,10.89,46,1.9074,0.2289,27.9,24.4,1,Tuesday,0,winter,0,2024-01-02,4.9178
2024-01-02 15:00:00,H0184,3,1,0.2,lights,61.9,235.0,0.26,27,0.0278,0.0056,13.1,2.8,1,Tuesday,0,winter,0,2024-01-02,8.5799
2024-01-02 01:00:00,H0157,1,1,0.08,lights,59.8,238.3,0.25,20,0.0199,0.0016,20.8,18.0,1,Tuesday,0,winter,0,2024-01-02,0.109
2024-01-02 15:00:00,H0151,5,1,0.2,washing_machine,191.2,225.7,0.85,32,0.102,0.0204,31.2,23.0,2,Tuesday,0,winter,0,2024-01-02,8.938699999999999
2024-01-02 07:00:00,H0145,1,1,0.08,water_heater,2459.8,220.7,11.15,53,2.1728,0.1738,22.5,30.4,1,Tuesday,0,winter,0,2024-01-02,3.5407
2024-01-01 14:00:00,H0016,1,0,0.15,lights,2.5,231.6,0.01,25,0.0011,0.0002,23.1,25.3,0,Monday,0,winter,0,2024-01-01,5.3593
2024-01-01 19:00:00,H0101,3,0,0.08,oven,1735.0,224.0,7.75,33,0.9543,0.0763,19.5,14.4,3,Monday,0,winter,0,2024-01-01,9.901200000000001
2024-01-01 03:00:00,H0099,1,1,0.15,ac,95.3,224.3,0.42,10,0.0159,0.0024,25.7,29.8,0,Monday,0,winter,0,2024-01-01,0.19390000000000002
2024-01-02 19:00:00,H0162,5,1,0.2,washing_machine,458.0,233.3,1.96,18,0.1374,0.0275,10.1,7.6,1,Tuesday,0,winter,0,2024-01-02,4.7754
2024-01-02 19:00:00,H0137,5,1,0.12,ac,122.3,231.4,0.53,22,0.0448,0.0054,11.3,3.3,0,Tuesday,0,winter,0,2024-01-02,9.5196
2024-01-01 15:00:00,H0044,2,1,0.12,heater,1568.2,236.5,6.63,50,1.3068,0.1568,19.8,12.6,2,Monday,0,winter,0,2024-01-01,3.9669
2024-01-01 12:00:00,H0038,3,1,0.15,oven,1760.2,226.9,7.76,25,0.7334,0.11,15.5,19.2,2,Monday,0,winter,0,2024-01-01,4.3977
2024-01-01 00:00:00,H0158,2,1,0.15,fridge,166.3,232.5,0.72,38,0.1053,0.0158,28.9,26.9,2,Monday,0,winter,0,2024-01-01,0.1053
2024-01-01 23:00:00,H0183,5,0,0.2,tv,8.9,238.2,0.04,35,0.0052,0.001,6.2,7.1,0,Monday,0,winter,0,2024-01-01,4.1163
2024-01-02 16:00:00,H0047,1,1,0.12,lights,83.9,224.6,0.37,33,0.0461,0.0055,25.8,20.7,1,Tuesday,0,winter,0,2024-01-02,3.9223000000000003
2024-01-02 03:00:00,H0111,1,1,0.15,phone_charger,5.2,231.8,0.02,10,0.0009,0.0001,16.1,13.0,0,Tuesday,0,winter,0,2024-01-02,0.1455
2024-01-02 19:00:00,H0135,5,1,0.12,dishwasher,1184.8,235.5,5.03,48,0.9478,0.1137,26.8,24.3,5,Tuesday,0,winter,0,2024-01-02,7.8641
2024-01-01 03:00:00,H0081,4,1,0.2,lights,16.0,226.9,0.07,39,0.0104,0.0021,14.4,18.4,0,Monday,0,winter,0,2024-01-01,0.1314
2024-01-01 23:00:00,H0023,4,1,0.12,microwave,99.9,235.3,0.42,35,0.0583,0.007,22.1,16.7,0,Monday,0,winter,0,2024-01-01,7.6915000000000004
2024-01-01 09:00:00,H0175,2,0,0.2,lights,12.5,224.3,0.06,57,0.0119,0.0024,31.9,36.0,0,Monday,0,winter,0,2024-01-01,1.4150999999999998
2024-01-03 01:00:00,H0081,4,1,0.2,computer,22.6,237.0,0.1,54,0.0204,0.0041,17.3,15.3,0,Wednesday,0,winter,0,2024-01-03,0.0884
2024-01-02 16:00:00,H0153,5,0,0.15,dishwasher,208.9,236.2,0.88,65,0.2263,0.0339,9.9,5.7,0,Tuesday,0,winter,0,2024-01-02,8.0122
2024-01-01 15:00:00,H0016,1,0,0.15,lights,45.6,227.5,0.2,39,0.0296,0.0044,24.9,23.0,1,Monday,0,winter,0,2024-01-01,5.3889
2024-01-02 20:00:00,H0047,1,1,0.12,lights,64.1,232.7,0.28,12,0.0128,0.0015,32.6,20.4,1,Tuesday,0,winter,0,2024-01-02,6.7946
2024-01-01 21:00:00,H0082,1,0,0.15,tv,87.6,237.4,0.37,31,0.0453,0.0068,12.5,1.6,1,Monday,0,winter,0,2024-01-01,17.2826
2024-01-01 16:00:00,H0145,1,1,0.08,fridge,152.0,233.5,0.65,33,0.0836,0.0067,23.2,14.7,1,Monday,0,winter,0,2024-01-01,4.3107
2024-01-01 16:00:00,H0085,3,1,0.2,fridge,142.9,222.9,0.64,59,0.1405,0.0281,17.1,13.7,3,Monday,0,winter,0,2024-01-01,4.1547
2024-01-01 02:00:00,H0160,4,1,0.08,heater,240.0,234.9,1.02,17,0.068,0.0054,10.5,18.6,0,Monday,0,winter,0,2024-01-01,0.2855
2024-01-01 20:00:00,H0120,3,0,0.08,fridge,150.1,232.7,0.64,48,0.1201,0.0096,20.3,12.5,1,Monday,0,winter,0,2024-01-01,9.4792
2024-01-01 00:00:00,H0068,3,1,0.12,oven,301.8,233.9,1.29,62,0.3119,0.0374,20.9,23.9,0,Monday,0,winter,0,2024-01-01,0.3119
2024-01-02 21:00:00,H0094,4,1,0.12,fridge,118.5,233.6,0.51,55,0.1087,0.013,9.2,8.6,1,Tuesday,0,winter,0,2024-01-02,4.399
2024-01-03 01:00:00,H0068,3,1,0.12,tv,80.4,231.1,0.35,10,0.0134,0.0016,19.9,18.8,3,Wednesday,0,winter,0,2024-01-03,1.6196000000000002
2024-01-02 07:00:00,H0082,1,0,0.15,heater,449.6,230.4,1.95,18,0.1349,0.0202,10.2,15.3,0,Tuesday,0,winter,0,2024-01-02,0.8725999999999999
2024-01-03 01:00:00,H0183,5,0,0.2,phone_charger,6.4,229.3,0.03,34,0.0036,0.0007,10.3,14.6,3,Wednesday,0,winter,0,2024-01-03,0.0791
2024-01-02 00:00:00,H0025,3,1,0.08,microwave,195.3,233.0,0.84,54,0.1757,0.0141,20.0,26.6,0,Tuesday,0,winter,0,2024-01-02,0.1757
2024-01-02 18:00:00,H0126,5,1,0.15,ac,1606.1,229.3,7.0,59,1.5793,0.2369,33.9,20.0,3,Tuesday,0,winter,0,2024-01-02,8.883099999999999
2024-01-01 22:00:00,H0063,1,1,0.08,tv,97.6,229.7,0.42,18,0.0293,0.0023,29.9,22.9,1,Monday,0,winter,0,2024-01-01,4.0915
2024-01-01 10:00:00,H0011,3,1,0.2,phone_charger,2.2,230.3,0.01,10,0.0004,0.0001,10.0,21.1,1,Monday,0,winter,0,2024-01-01,2.7774
2024-01-02 20:00:00,H0116,1,1,0.15,fridge,151.3,223.5,0.68,31,0.0782,0.0117,18.9,17.2,1,Tuesday,0,winter,0,2024-01-02,10.2555
2024-01-02 07:00:00,H0164,1,1,0.08,washing_machine,617.4,226.3,2.73,27,0.2778,0.0222,27.3,32.1,1,Tuesday,0,winter,0,2024-01-02,3.3933999999999997
2024-01-01 17:00:00,H0189,2,1,0.2,tv,104.7,218.5,0.48,13,0.0227,0.0045,27.4,18.9,1,Monday,0,winter,0,2024-01-01,5.789
2024-01-02 22:00:00,H0002,2,0,0.2,ac,299.2,236.8,1.26,46,0.2294,0.0459,15.4,13.6,1,Tuesday,0,winter,0,2024-01-02,6.696400000000001
2024-01-02 07:00:00,H0134,3,1,0.15,fridge,108.1,227.0,0.48,40,0.0721,0.0108,24.7,31.8,3,Tuesday,0,winter,0,2024-01-02,0.9891000000000001
2024-01-01 12:00:00,H0031,4,0,0.12,microwave,868.8,221.6,3.92,22,0.3185,0.0382,14.9,12.1,2,Monday,0,winter,0,2024-01-01,5.4776
2024-01-02 17:00:00,H0176,2,0,0.2,oven,2235.3,235.2,9.5,46,1.7138,0.3428,12.6,2.1,2,Tuesday,0,winter,0,2024-01-02,5.6272
2024-01-01 19:00:00,H0003,5,1,0.12,washing_machine,466.1,230.0,2.03,22,0.1709,0.0205,11.3,3.1,2,Monday,0,winter,0,2024-01-01,3.8247999999999998
2024-01-02 17:00:00,H0156,1,1,0.15,ac,408.8,235.4,1.74,54,0.368,0.0552,18.7,6.9,1,Tuesday,0,winter,0,2024-01-02,2.8407
2024-01-01 17:00:00,H0131,2,0,0.2,fridge,130.2,229.5,0.57,59,0.128,0.0256,23.7,20.0,2,Monday,0,winter,0,2024-01-01,6.6659
2024-01-02 09:00:00,H0001,3,1,0.08,lights,7.3,225.9,0.03,37,0.0045,0.0004,30.3,34.5,0,Tuesday,0,winter,0,2024-01-02,0.7107
2024-01-02 13:00:00,H0158,2,1,0.15,phone_charger,6.7,225.2,0.03,58,0.0065,0.001,26.6,29.4,1,Tuesday,0,winter,0,2024-01-02,9.3575
2024-01-02 06:00:00,H0137,5,1,0.12,heater,2084.1,242.0,8.61,58,2.0146,0.2418,8.4,17.4,4,Tuesday,0,winter,0,2024-01-02,2.5815
2024-01-01 21:00:00,H0109,2,1,0.12,fridge,167.7,225.1,0.74,44,0.1229,0.0147,20.4,11.3,2,Monday,0,winter,0,2024-01-01,10.1359
2024-01-01 18:00:00,H0022,5,0,0.2,dishwasher,871.4,230.1,3.79,83,1.2055,0.2411,28.7,15.2,4,Monday,0,winter,0,2024-01-01,9.367799999999999
2024-01-02 23:00:00,H0027,5,1,0.08,tv,133.6,228.7,0.58,22,0.049,0.0039,15.9,9.1,4,Tuesday,0,winter,0,2024-01-02,2.8585000000000003
2024-01-02 23:00:00,H0095,4,0,0.15,oven,1823.1,228.9,7.96,50,1.5193,0.2279,27.1,26.6,2,Tuesday,0,winter,0,2024-01-02,11.8886
2024-01-01 05:00:00,H0121,4,0,0.2,computer,83.7,234.0,0.36,12,0.0167,0.0033,27.5,26.5,0,Monday,0,winter,0,2024-01-01,0.3171
2024-01-02 15:00:00,H0121,4,0,0.2,washing_machine,84.4,225.3,0.37,43,0.0605,0.0121,21.1,13.6,0,Tuesday,0,winter,0,2024-01-02,5.8501
2024-01-01 17:00:00,H0077,3,1,0.08,lights,46.3,225.2,0.21,15,0.0116,0.0009,34.4,22.9,3,Monday,0,winter,0,2024-01-01,6.0906
2024-01-02 22:00:00,H0169,4,1,0.2,lights,55.5,234.2,0.24,23,0.0213,0.0043,17.7,9.9,4,Tuesday,0,winter,0,2024-01-02,6.2738
2024-01-01 19:00:00,H0106,3,1,0.08,ac,139.3,230.2,0.61,53,0.1231,0.0098,21.7,15.6,3,Monday,0,winter,0,2024-01-01,6.309
2024-01-02 23:00:00,H0138,1,0,0.15,ac,221.0,228.1,0.97,17,0.0626,0.0094,22.7,23.9,0,Tuesday,0,winter,0,2024-01-02,8.3689
